7564 2
61009 -7.085573 6.690083
79774 -2.151316 -24.717394
2724 6.052485 1.080871
4634 -17.488520 -8.901087
21317 -17.705183 -8.987915
22877 -17.732542 -8.977612
29143 -9.165831 -14.107599
33321 -17.594658 -9.006323
42714 -11.195499 -5.447991
54335 -17.934280 -9.176281
60912 -17.879440 -9.237880
62328 -9.137560 -14.124285
64927 -18.432856 -9.461941
70349 -17.583794 -9.018737
70368 -18.150991 -9.050407
73764 -17.814215 -9.114392
83617 -17.743866 -9.039407
86141 -11.264304 -5.788051
88574 -9.083829 -14.339039
96683 7.200616 -2.685685
16372 2.754619 1.909897
64207 2.760407 1.880468
40587 -2.109024 -7.999757
1138 -3.391245 10.677820
13067 9.583072 -4.538716
28905 15.246484 1.016067
5343 15.297215 1.062863
23356 15.153919 0.966890
54635 15.363203 1.104575
43004 -5.517330 0.224915
96724 1.736101 -0.057356
16255 14.117139 -4.009274
70226 14.236629 -4.416165
104187 14.311943 -4.211168
7021 9.321045 -11.224656
29196 9.349034 -11.275981
27820 7.253931 1.297659
73702 -21.156487 -1.127740
35418 -20.118122 -23.082554
63264 -20.313911 -23.356260
92898 -20.286463 -23.321091
91132 -2.948002 3.622675
13765 -18.476875 1.213690
20786 -18.490551 1.218159
33335 -18.474957 1.212918
63122 -18.478722 1.215907
72969 -18.485218 1.192397
18552 -18.134846 1.500635
19189 -17.994305 2.200157
23513 -17.975246 2.197983
66559 -17.982246 2.172545
88244 -17.878567 2.227077
96916 -17.983732 2.178430
33759 47.929760 -18.889271
55149 47.929836 -18.889299
53912 -1.634458 -14.186881
67307 -1.683112 -13.955785
28358 -12.171289 -17.285564
74877 -11.612857 -8.618659
72332 -10.832915 -16.116909
79534 -10.872149 -16.087341
97412 -11.147933 -15.523593
105824 -5.023146 -21.818264
8074 -1.847284 5.775275
19652 -0.304036 2.475935
66231 -0.302734 2.383280
3036 -12.721838 -22.715437
15982 -11.957836 -22.672020
21694 -18.905693 -4.831883
21697 -18.879143 -4.831367
26414 -11.627259 -24.824230
33667 -12.028333 -22.901358
34241 -12.647369 -22.607515
38239 -12.013431 -22.909557
50651 -12.523149 -22.523907
58746 -20.760794 -24.315470
60267 -12.028904 -22.899511
71288 -12.518669 -22.613997
71937 -12.769813 -22.715538
74230 -2.332465 -24.833652
90045 -12.748115 -22.724396
91069 0.517229 -23.446453
95205 -12.693654 -22.727737
106702 -12.661867 -22.821978
2512 3.966397 -19.002779
8539 4.188109 -19.168621
28633 4.122787 -19.163916
42797 4.025452 -19.157345
70891 3.955534 -18.984526
87663 3.814268 -16.517103
103945 4.016959 -19.078730
15995 3.230666 -20.631903
16319 -2.683138 -5.127612
84091 -5.166292 -24.886213
24406 -5.145023 -25.560827
90270 -5.171052 -24.879505
1954 -1.723344 -13.834424
7366 -13.076648 -17.897192
21992 -12.754447 -17.395382
27590 -4.338755 -27.508116
27972 -13.916059 -17.852373
30789 -13.926184 -17.855700
40365 -15.557938 -17.162304
65879 -13.959607 -17.842550
67781 -13.125565 -17.949799
98226 -9.855988 -20.659752
4397 -11.709456 -21.702101
10889 -2.270535 -26.932743
17526 -21.570587 -19.987003
18424 -11.987020 -21.782753
20052 -10.787917 -6.962589
60361 -10.795748 -22.490974
13294 -9.684937 -14.954471
13514 -24.990095 -8.243235
21449 -10.210296 -16.608175
25586 -8.546937 -17.721497
27437 -9.889174 -16.419947
30713 -8.665379 -17.597828
31080 4.089379 -13.235799
31101 -9.955094 -15.142152
32963 -8.545845 -17.714075
34180 4.365828 -13.349426
37655 -10.038453 -14.834538
38906 -9.623757 -15.006371
43314 -9.966715 -16.515835
46865 -8.653883 -17.660130
52846 -8.570477 -17.714668
56932 -9.983055 -16.467724
65215 -9.658670 -15.028853
68591 -8.514345 -17.752480
75461 -9.994809 -16.497669
84441 -8.515351 -17.690886
84668 -10.008365 -16.509769
85722 -8.482983 -17.721670
101958 -8.576671 -17.718376
103803 -8.523721 -17.728048
62175 11.273341 0.902590
11525 10.843279 5.175372
16680 10.759762 5.001830
19416 10.891500 5.227020
21997 10.743931 5.083637
24492 10.847562 5.179211
36771 10.839725 5.170638
43889 10.830462 5.162561
51718 10.829575 5.161481
62755 10.844329 5.173810
65311 10.834171 5.165949
78353 10.845985 5.175490
101493 10.841123 5.170424
36907 11.574551 -3.681270
58840 11.566929 -3.699621
22515 -8.835358 2.306304
4756 -3.166213 0.293433
69783 1.197188 2.207020
54223 9.290119 -3.881449
58058 -17.741747 9.067466
4165 -6.976336 -14.151797
29034 -7.603329 -18.778038
34574 -7.639768 -18.816465
54760 -2.375351 -10.144785
58054 -7.659554 -19.208136
69364 -4.917316 12.456324
75206 -6.401662 17.805672
84571 -7.649796 -18.794582
84771 -7.633880 -18.765337
85484 -7.654307 -18.808933
92247 -7.666831 -18.726673
9882 -4.873736 5.457420
13110 -10.203525 -0.925324
22568 -4.768614 5.673035
32640 -10.103205 -0.905545
98049 10.131225 -21.505037
98623 -10.390766 -1.180589
99754 0.995993 -26.348877
10725 -13.709421 -14.861245
14397 -13.823939 -14.929993
35762 -21.569725 -19.931835
38243 -10.621536 -16.881775
63936 -10.599921 -16.831064
64171 -13.705157 -14.741398
67875 -10.650559 -15.391047
75165 -13.635071 -14.713673
75754 -13.602249 -14.627159
92393 -10.640040 -15.440640
92490 -13.688007 -14.758566
97509 -10.611273 -16.871101
102495 -13.644683 -15.101199
29656 -13.855349 -3.629132
72883 3.151433 7.601716
31448 3.149653 7.604814
59705 3.132610 7.626501
16818 -1.602203 -10.787644
36050 -1.615247 -10.776768
36295 -4.697061 -13.879606
36473 -4.748488 -13.804452
69573 -4.555585 -15.783814
80712 -15.028328 -21.532757
96471 -11.573216 -25.091511
107806 -4.678091 -13.888038
63575 11.062854 -0.112304
80657 11.037057 -0.142653
2110 -15.951341 -15.773796
34977 -15.812332 -17.054825
39452 -15.806891 -17.059868
43050 -15.799098 -17.044416
43530 -15.817824 -17.056885
44710 -15.918134 -15.732962
48167 -15.821575 -17.048254
50736 -15.938950 -15.742635
62894 -15.804072 -15.513496
63995 -15.922532 -15.740712
81968 -15.919590 -15.773856
104785 -15.880318 -17.021975
105157 -15.932864 -15.795188
1098 -1.964761 10.801437
10651 -1.971540 10.794376
17184 -1.961461 10.804001
69543 -1.918810 10.834152
19678 -20.605116 -1.727546
20772 -21.186241 -1.094934
23371 -20.232056 -2.109500
32234 -21.144714 -1.132515
32455 -21.179525 -1.090699
42937 -21.192413 -1.141190
56364 -20.556623 -1.762949
57174 -21.199848 -1.086423
62944 -20.599779 -1.724511
65735 -20.266644 -2.076379
84700 -21.189432 -1.056310
90705 -21.195026 -1.084145
94389 -20.289953 -2.055258
104488 -20.569216 -1.750328
833 -14.044527 13.735910
8811 -14.052346 13.769317
13554 -14.039605 13.744513
18515 -14.042853 13.747519
26525 -14.038139 13.741938
32720 -14.044119 13.752862
43365 -14.051430 13.768852
81059 -14.045338 13.754250
94864 -14.044630 13.751605
95017 -14.048794 13.764071
95018 -14.046383 13.757718
6629 -4.218234 -22.283136
23908 -4.822479 -21.893013
363 -12.494457 -13.431029
4374 -1.365152 -15.530310
40214 -1.865836 -15.681229
81002 -1.563865 -15.765962
88427 -2.210523 -24.569540
98005 -9.668388 -14.536140
79679 1.466062 0.011862
83700 12.526034 -5.830730
84017 12.574400 -5.833021
2474 -14.477638 -14.104099
106361 -12.425711 -12.150554
95273 6.275153 10.117407
36154 12.150469 -2.116614
27617 -4.788020 -0.973439
8842 10.494903 -5.572008
67313 0.875758 -8.259297
3619 -20.485411 -23.631083
3625 -20.522455 -23.736437
4059 -20.497940 -23.722111
25460 -20.482521 -23.631485
31770 -20.501734 -23.649088
51958 -20.479496 -23.632536
59457 -20.485882 -23.632650
61747 -20.457178 -23.592682
40033 1.460423 -14.547096
13579 -12.634771 -12.224644
14386 0.592901 -23.321131
39400 -11.157286 6.531261
46679 -11.370966 6.642282
95802 -11.338553 6.621843
69698 3.629148 -18.439989
44694 -7.653612 -10.898212
56759 1.528561 -16.155005
65738 -6.949101 -20.067896
100079 1.290267 -15.292803
68759 -17.051699 -16.158205
67785 -3.986102 -16.908089
69772 -4.341523 -21.530073
74332 5.472492 -14.253347
61421 10.440229 -3.551826
7356 -8.798126 2.367511
21965 -5.297436 -23.804018
22282 -5.317804 -23.916105
27466 -5.322440 -23.775679
29626 -8.870040 2.409177
30963 -8.826828 2.372984
49260 -18.211876 -5.909728
58236 -5.423313 -23.976589
62796 -5.268215 -23.768448
64770 -5.431557 -23.927654
91755 -5.281049 -23.898239
95195 -5.730465 -22.852747
98067 -5.296048 -23.900774
970 -6.579208 -1.811534
81900 -6.656071 -12.007488
3067 -11.999989 -12.100842
7219 -11.552389 -12.900998
38236 -14.507812 -16.326979
39719 -12.176534 -11.957200
56971 -9.213408 -10.599221
67688 -11.692190 -12.356147
67786 -9.238201 -10.510393
68908 -8.372016 -10.986858
70370 -8.900043 -10.131075
73275 -12.117054 -11.996757
87978 -11.799178 -12.369547
91909 -14.542031 -16.305210
104954 -12.208186 -12.008430
105133 -9.268114 -12.616541
65857 6.651323 -11.802066
103277 -6.517465 -7.232875
32397 -11.295679 -7.367146
32964 -10.742283 -6.975977
42351 -11.338573 -7.379770
65612 -10.759583 -6.964234
77818 -11.283739 -7.285110
78445 -11.344638 -7.372169
78499 -10.778473 -6.960215
78998 -10.784255 -6.991717
95749 -11.287453 -7.358450
80646 -1.471523 3.145880
23034 -1.537111 3.132607
3765 -26.528170 -6.243692
12114 -26.946556 -7.667961
21864 -27.090971 -6.797794
81211 -27.363771 -7.000682
105817 -26.697954 -5.872337
80610 -17.171900 -25.871305
5634 -16.990416 -25.633608
23964 -17.142540 -25.835112
32085 -17.150288 -25.842791
53020 -17.144848 -25.842653
55045 -1.512524 -18.287102
71675 -17.137297 -25.831978
72532 -17.128159 -25.820747
72674 -17.140808 -25.833687
81259 -17.157227 -25.852570
98382 -17.155186 -25.846970
27995 7.753801 -11.780584
93360 1.270429 -0.627678
55684 -15.170648 -21.674232
18531 -5.950624 -14.915532
20777 2.855223 -13.934499
45001 2.792334 -13.932631
19415 1.963741 -14.902997
60757 1.886408 -14.864468
65310 -3.697631 -24.074453
94101 -3.608402 -24.151955
106141 -3.644653 -24.137651
90733 -6.019007 -0.105027
29621 11.839787 -1.369929
58102 12.133889 -1.717070
20601 11.164491 -0.629698
67794 12.087765 -1.577542
79928 -5.867839 -21.635378
40591 10.891679 -2.648602
108297 8.741446 -3.561666
16353 8.689992 -2.217944
44002 11.540682 -5.200117
45586 11.537314 -5.195766
51243 11.534357 -5.198755
93356 11.533766 -5.200459
93933 11.574237 -5.200310
28615 2.647111 12.713713
97074 10.344755 -3.557392
34480 -6.535358 -11.924788
65877 -6.160528 -11.073213
92717 -6.168666 -11.114013
8956 -8.013309 -10.034294
37289 14.707168 0.237089
50735 -7.866544 -10.906770
94219 -5.477876 -17.759121
65935 -14.309169 -3.332864
81869 -14.321191 -3.412843
67906 -9.114556 -9.067625
14393 -6.676816 -20.071981
27295 -6.607410 -20.065340
29622 -6.676014 -20.053688
31776 -6.614431 -20.073040
39282 -6.667507 -20.085234
61422 -6.640535 -20.035288
68467 -6.612262 -20.065538
84338 -6.624207 -20.067383
85516 -6.884198 -20.156229
91133 -6.634637 -20.112904
9614 -15.133679 -21.625980
61724 -15.174566 -21.681522
63515 -15.181149 -21.671701
68491 -15.045922 -21.561260
1584 0.190994 12.121322
68331 10.066483 -25.279692
9580 -15.836408 -3.164340
20477 -15.792457 -3.122701
31297 -15.801722 -3.122909
80430 -15.765972 -3.053418
96551 -15.714494 -3.055359
98489 -15.690238 -3.039696
101670 -15.804294 -3.117992
11501 -5.141423 -25.736715
24346 -5.143563 -25.747738
58043 -5.143641 -25.740812
58348 -5.144090 -25.768457
75703 -5.142454 -25.726503
88376 -5.146101 -25.756344
92066 -5.152743 -25.749308
102366 -5.147091 -25.757824
4930 -27.354883 -7.590976
22010 -16.184923 -22.718353
28133 14.859481 -2.809986
34663 14.932609 -2.706287
40437 14.916160 -2.724407
46421 14.892877 -2.756484
73260 14.830801 -2.809774
77709 -8.167087 -21.029564
12728 -8.855846 2.414345
16308 -8.807353 2.322478
88804 -8.791749 2.325874
99081 7.683210 0.033021
38216 7.852510 -11.817433
62862 7.866315 -11.816001
86207 7.613586 -11.598653
16872 6.686668 -24.017237
95790 7.416774 -24.437477
24254 5.830100 3.698796
15394 5.813092 3.641887
100525 5.950928 3.766136
16607 -1.165797 -13.049770
34158 -5.170222 -21.695982
84460 -1.159172 -13.036331
84764 -5.344229 -15.851806
31360 10.157370 -21.509075
63846 10.057887 -21.446362
46976 2.142157 -12.090074
95732 2.010787 -14.999988
1700 -2.701601 -14.426512
94023 -9.464202 -20.994320
18470 5.427903 -10.042865
35693 5.398423 -10.008448
60324 5.438943 -10.014688
84971 5.380295 -9.979551
37647 10.586827 -1.484135
45280 10.646845 -1.363782
57648 10.605032 -1.506841
68711 10.576897 -1.551540
70616 10.609653 -1.513449
78173 10.617236 -1.494597
74807 11.056522 -0.586858
101942 11.028536 -0.457376
60584 -24.375708 -7.317467
23268 -17.489115 8.758986
71775 -17.339325 8.852633
81195 -17.515759 8.815548
81310 -17.453547 8.735868
84060 -17.505217 8.778883
23942 -17.569290 8.836991
25758 -17.555988 8.806775
30111 -17.467079 8.706597
34316 -17.577082 8.848849
38021 -17.784109 9.104846
45593 -17.480141 8.714503
89534 -17.558119 8.826869
98260 -17.696581 8.997390
104062 -17.424366 8.735747
34275 -17.137365 9.058338
48457 -17.338398 8.802927
70528 -17.054770 9.132836
90452 -17.055462 9.111542
67323 -9.965576 -14.834938
54403 -2.516178 -28.859039
65389 -25.742565 -8.543434
17805 -15.894488 -12.231334
28381 2.278814 -16.494249
31906 11.549987 1.318317
43273 11.648842 1.524462
44140 11.710039 1.618009
101484 11.497081 1.884806
62188 -3.348397 -13.059457
10809 5.328269 -15.430633
34647 5.435259 -15.619669
48815 5.439034 -15.630199
59897 5.406426 -15.613062
104409 5.412192 -15.649056
24309 -4.078527 9.516655
26562 -19.681467 -13.691412
38816 -19.582069 -13.495327
26408 -2.089544 -27.098284
39663 -2.029313 -27.305367
64986 -2.041471 -27.321751
71281 -2.024100 -27.284580
52680 -2.459082 -14.295388
23452 1.043277 -4.166989
75182 1.410144 -2.617223
6284 -16.405838 -2.118348
32713 -16.424013 -2.131802
60996 -11.237930 -5.577770
71115 1.395663 -2.310536
103131 1.364575 -2.922359
21680 -4.866375 -21.804539
62714 -10.638192 -4.087328
16192 -4.828491 -16.427479
32747 -4.882094 -16.486000
101585 -5.550330 -15.977784
239 -14.915878 -13.627611
11001 -14.754835 -13.701166
20418 4.924688 6.606256
50368 2.088336 1.785787
62661 -1.541974 6.131974
71919 -1.609362 6.180490
18368 0.785172 -11.224781
35839 0.762287 -11.244500
55804 0.821774 -11.145887
39186 3.558367 -3.979296
56895 3.554737 -3.955443
59394 3.655130 -4.001297
73065 23.680717 -19.823191
4861 -13.245431 1.093012
13031 -12.755863 0.413073
55975 -12.980602 0.135609
69017 -4.838554 -16.396425
73233 -13.289797 1.151268
80727 -12.933589 0.200883
81859 -13.328603 -0.227648
12391 -7.401402 6.428429
51488 2.572578 -11.413287
52890 -12.490689 -10.955886
58336 2.409863 -11.419917
16458 -2.667155 -14.466431
19384 -2.690693 -14.521190
53344 -2.702885 -14.455419
91660 -2.711847 -14.452276
35397 -1.985366 -15.480812
13455 -16.918922 4.012585
20894 -16.565001 3.691885
43194 -16.948765 4.067121
85500 -16.649052 3.793417
25085 -2.231735 -13.778929
32461 -1.341002 1.378460
51455 -5.232149 12.251064
101626 -5.101555 12.271069
6200 12.327065 -14.279779
47608 1.436325 -18.331186
101972 1.447131 -18.294891
26977 -30.618046 15.769381
33794 -30.617378 15.767989
60263 -30.617184 15.768222
66553 -30.617514 15.768305
82955 -30.618015 15.768257
92745 -30.619194 15.769297
17117 -40.227234 29.235817
101634 -40.227211 29.235806
2639 -13.197215 1.402377
58344 -9.980233 -7.889125
90697 -9.897642 -7.777764
7721 7.600738 6.820251
47247 7.598881 6.814876
47493 7.617833 6.838285
54763 7.593172 6.817660
64334 7.603292 6.819753
79590 7.600213 6.816940
89488 7.607434 6.824508
106438 7.612961 6.826563
106538 7.615708 6.831139
3964 4.842675 -19.701357
3966 4.865223 -19.726868
77575 4.872005 -19.712582
67200 -3.746931 -22.476650
85884 0.154324 9.420677
4373 -0.323451 -19.835608
12143 -0.317362 -19.841820
36361 -0.317886 -19.845449
60407 -0.317440 -19.844227
64997 -0.330810 -19.836798
80595 -0.309868 -19.863621
45680 -9.747566 -20.348598
64413 -9.842148 -20.110893
51528 -16.451471 -2.130781
34143 -16.621292 -1.962641
36557 -16.455418 -2.122518
40325 -16.518290 -2.061222
69333 -16.498518 -2.086009
91990 -16.492327 -2.085102
59556 -16.615107 -1.944960
440 -0.873296 -26.303888
4438 -16.105124 -2.524225
11435 -16.247093 -2.380429
18459 -15.641247 -2.915061
41030 -0.654469 -26.636911
42378 -16.147894 -2.491622
63840 -16.135267 -2.496090
76308 -16.137280 -2.502906
80426 -16.115669 -2.517507
94915 -15.650264 -2.914019
100975 -24.517151 -5.803658
9301 -16.772285 6.562951
16858 -16.915277 6.294381
29146 -16.885782 6.280061
51379 -16.916939 6.253131
99758 -16.768806 6.578719
30536 12.410714 -3.154643
1603 -4.234843 9.365124
42978 -3.743878 4.666628
39412 -4.304875 -2.334809
61349 11.206289 -2.981384
80315 11.120679 -3.298009
1057 -10.922650 6.369474
4380 -10.950587 6.372602
44691 -10.839490 6.212946
46750 -11.116661 6.497293
63129 -11.006227 6.441320
96595 -0.759894 1.854699
14151 0.167452 3.971597
17346 0.144888 3.968142
27063 0.187751 3.958614
41863 -0.211559 3.954885
63814 0.144451 3.961453
105082 6.303400 10.146503
29598 6.295092 10.145657
30699 1.586396 2.904848
82477 -20.302254 -23.477892
86147 -20.182461 -23.333776
24209 -8.581029 -22.911974
22206 -5.256349 -21.728909
49153 -5.141479 -21.544903
6429 -14.753819 -13.755254
25557 -12.979649 -13.481702
61282 -12.693558 -13.553009
61909 -4.247711 -27.903189
72104 -14.762142 -13.730546
46384 0.926889 2.425931
4392 -12.066967 -21.004030
93398 0.734916 0.071249
28892 11.827825 1.641617
47158 -17.012905 -1.480224
7311 -18.146675 4.260108
11613 -18.188425 4.208575
13035 -18.106922 4.281626
21731 -18.219364 4.198549
28524 -18.056770 4.313359
34946 -18.050230 4.310208
74944 -18.159330 4.211029
104792 -18.179907 4.247576
62490 8.534031 2.366902
29650 8.523545 2.355381
66567 8.532804 2.388048
81276 8.536722 2.379977
87660 8.559893 2.425660
29027 0.939629 1.694226
92519 10.131816 1.958152
5146 8.778390 -2.045210
27758 3.709185 -18.485624
81134 -19.569382 -13.792322
47610 -21.360861 -6.948069
4520 -20.846548 14.555676
14716 -20.822979 14.530181
14978 -20.812344 14.514990
18104 -20.810745 14.508570
60455 -20.847401 14.556856
70523 -20.834604 14.543771
72356 -20.846918 14.556567
103542 -20.852381 14.561294
1448 1.526771 -18.441803
46945 1.542954 -18.435879
59431 1.539647 -18.457321
85090 1.497675 -18.449936
22315 1.343012 0.727838
73670 1.038513 -0.116764
95191 1.416101 0.630704
6640 -2.358900 5.541739
16637 -21.664293 -19.943739
70693 -1.383601 -18.167002
41972 0.978447 -8.207195
51472 -14.003039 -3.756411
72133 -14.020106 -3.747879
3739 14.271186 -4.429742
28681 11.139292 -2.803223
43121 12.051046 -3.827745
43947 13.945029 -4.800035
47560 14.270909 -4.402574
48747 14.099571 -4.387934
48755 14.116280 -4.380820
49570 12.077511 -3.779699
51451 14.130351 -4.425564
75076 12.050100 -3.783079
75743 11.102858 -2.783106
83597 12.052650 -3.776586
93059 12.053373 -3.773217
103370 13.907161 -4.766069
15073 18.363966 -4.340036
23816 2.158402 -8.336469
33184 18.367035 -4.341089
39175 18.358395 -4.347253
45342 18.380047 -4.326742
45502 18.360641 -4.345631
47957 18.358477 -4.348021
75702 18.401695 -4.302998
90097 18.355915 -4.351373
96696 18.346512 -4.362365
37567 -2.013138 12.039330
38378 -2.012771 12.050139
57362 -2.011882 12.040488
100982 -2.019028 11.940509
37886 7.311887 1.123331
42149 7.373478 0.990312
13226 0.606867 -23.394251
22448 0.601105 -23.368330
33192 0.592569 -23.366560
42695 0.625540 -23.407246
49645 0.599049 -23.389872
76776 0.622437 -23.392771
99322 0.612923 -23.396931
77066 -8.183011 2.245220
89913 -1.102662 7.422059
50814 11.690987 -4.938431
74788 11.693952 -4.919873
26517 2.638027 12.585275
66026 -19.359076 -13.932690
19622 -4.733483 -18.356627
48250 -4.771370 -18.356466
57849 -4.775064 -18.366180
63991 -4.793799 -18.340452
66060 -12.128366 -4.012555
69108 -12.142591 -3.997105
93771 4.089940 -13.191188
106077 6.932804 -2.950304
44037 -1.565642 3.153589
19761 -26.389046 -4.625776
34211 -26.383045 -4.618548
50514 8.378348 -12.344086
36159 0.897493 -26.520500
59092 0.736328 -26.597906
2061 -9.077992 -9.186554
2963 -9.104812 -9.177026
27829 -9.034531 -9.242782
39478 -9.060765 -9.166510
40361 -9.032599 -9.248418
49079 -8.757113 -9.431667
67653 -9.190198 -9.016910
68814 -9.213994 -8.995197
83659 -9.193684 -9.058975
88216 -9.025429 -9.212513
94027 -8.898268 -9.314076
103321 -8.710824 -9.389627
47586 -10.643291 -8.902972
68474 -10.712982 -8.895836
97802 6.684842 -11.734807
105362 -10.674788 -8.889497
68914 -15.713346 -4.643307
69143 -15.687126 -4.653637
15555 -9.418688 -20.913498
34585 -8.054289 -20.177525
36966 -13.536222 -14.464077
43045 -13.518303 -14.464759
43267 -13.587739 -14.503762
65845 7.031430 -16.939589
67664 -9.407220 -20.898113
68859 -13.566917 -14.517968
68861 -9.565903 -20.840906
75569 -9.410955 -20.916832
81983 -9.400981 -20.880287
87926 -9.579476 -20.826777
93126 -18.992300 -10.001671
93821 7.059108 -16.929276
93935 -9.410105 -20.906563
97790 -9.387753 -20.888844
97192 -15.378244 -19.813948
79689 10.584125 0.436752
16730 -11.673075 -13.682385
24783 -12.396467 -13.378672
26758 -12.568815 -13.336402
35188 -11.895740 -13.904881
40324 -11.695645 -13.815010
51239 -11.654450 -13.847462
57980 -11.600451 -13.780541
61273 -12.442693 -13.364448
89673 -11.346844 -13.623940
24554 8.688920 -9.982938
64768 8.629057 -9.941429
78379 8.618486 -9.918770
60670 -0.657271 5.222578
11347 2.485610 -2.743740
30173 2.506768 -2.725254
74771 -5.553327 2.224288
40069 10.799631 0.081317
64285 11.763388 -4.924742
5765 6.935672 -11.528563
31786 6.914211 -11.563816
39455 6.945512 -11.520100
64009 6.937692 -11.530388
3147 -21.660515 -19.972052
5601 -21.659231 -19.964439
12238 -21.679232 -19.989168
23971 -21.662416 -19.981314
31146 -21.773787 -20.071718
32300 -21.671080 -19.974983
51361 -21.781504 -20.076099
52831 -21.662844 -19.972742
58474 -21.637423 -19.952421
72670 -21.681700 -19.981386
59794 3.115090 12.165375
3118 3.020449 12.346798
4172 2.983711 12.346588
22946 2.968958 12.395284
25629 3.039735 12.327969
25637 2.982306 12.349659
27416 2.994279 12.344647
33228 3.069476 12.271682
61068 2.988580 12.344157
2192 0.480871 -23.240274
80058 0.134815 -22.913414
97468 0.115121 -22.889229
106587 0.141080 -22.904348
106645 0.120514 -22.890684
102973 -26.715721 -5.603803
106657 7.333781 1.211727
49369 -9.274126 14.334716
66291 -9.273838 14.333354
71231 -9.274717 14.334537
77729 -9.271742 14.332854
55420 -17.542681 -9.524081
7861 -1.279948 6.138959
11322 -18.759872 -12.959993
12994 -16.501167 -14.202396
28788 -15.052505 -10.952938
38684 -15.113532 -10.956472
59301 -15.138266 -10.998491
82697 -15.081161 -10.921179
20004 -5.379037 11.273211
34051 9.526238 -4.667399
81421 -25.895899 -8.442557
96737 -26.179873 -8.252623
87614 -30.610844 15.767210
100943 8.603888 3.927518
72054 -11.785307 -12.548496
93352 -11.444389 -13.538714
105440 -11.476021 -13.641136
26630 0.805093 -0.060379
12752 0.791213 -0.144581
19809 -26.508596 -4.517040
36326 -26.501818 -4.544197
73507 -26.523705 -4.523870
80055 -26.495260 -4.534749
89116 -26.500128 -4.527432
13874 -25.526197 -8.103344
22074 -26.273035 -7.909251
47257 -27.467222 -7.096674
84454 -27.457752 -7.102750
34323 -24.894863 -5.409949
78093 -24.973957 -5.377272
64300 5.495013 0.731034
67808 5.524060 0.824519
82434 5.498603 0.742515
16443 -1.540539 5.737476
9381 3.886022 -14.259701
29406 4.268060 -13.710529
63162 4.773026 -13.353697
19038 -8.001092 -21.460598
57900 -8.000871 -21.364405
67899 -12.926056 4.194830
5156 -4.598007 -20.923731
49054 -4.567745 -21.112833
103400 -4.200363 -22.460592
5662 5.300651 -7.986769
16767 -11.392776 -8.295718
18108 14.438622 -4.302888
20081 -16.812397 6.395641
36494 -2.336561 -24.865316
54079 10.014766 -21.345800
60899 -11.184851 -13.851041
64583 -2.217273 -24.602217
75934 -11.125694 -13.797374
77666 12.735773 -18.301321
78441 -11.345948 -8.344934
79911 -11.098277 -13.800802
84775 -11.180440 -13.942484
82197 -2.705181 0.312837
98578 1.624919 10.652498
12156 14.376476 -10.387064
14055 14.381019 -10.392755
53677 14.182903 -10.286306
74996 14.194314 -10.281970
82282 14.365472 -10.389694
98974 14.379436 -10.386568
98594 3.092121 7.693814
24424 -11.054510 -5.732871
34928 -11.038986 -5.730968
35474 8.339655 -12.155921
40173 8.127751 -11.570138
106084 -17.594721 -8.822701
2090 4.639308 -11.766207
4898 5.739238 -12.657545
13644 4.601320 -11.752662
20744 4.468987 -13.421307
27974 5.656883 -12.758730
30721 5.526891 -10.299237
31992 5.638339 -12.779342
59785 5.804083 -12.554258
62766 5.521135 -10.287015
63303 4.628673 -11.759230
65839 5.515260 -10.298324
69010 5.616554 -12.774848
71141 5.320788 -13.370038
87971 5.673060 -12.733725
101476 4.373628 -13.369416
103577 4.372787 -13.328574
64884 2.057173 -14.968497
9445 -25.630785 -8.532265
10706 -25.432188 -8.305246
15549 -25.420128 -8.250615
24883 -26.003094 -8.148703
80331 -25.410275 -8.292703
24038 -27.850218 -8.268837
17145 -27.339451 -6.895541
100963 -27.381577 -6.928761
42108 -3.385446 -1.337125
63950 23.729784 -19.859087
31730 13.887169 -10.034059
76890 0.066460 10.033546
77623 13.964043 -10.030924
4358 -17.736515 -12.402821
24608 -17.901478 -12.481694
41665 -17.716995 -12.384516
63516 -17.741787 -12.427751
73292 -17.723330 -12.376595
101592 -17.736473 -12.392492
80658 -17.121323 4.995922
10369 -25.058580 -8.178487
11482 2.198284 -8.348703
84069 2.048415 1.656326
78751 13.469771 -10.672271
12274 0.120473 9.458662
19698 0.117011 9.484899
60477 -26.641579 -4.398189
95297 -26.771212 -4.156959
103054 -26.762300 -4.167748
6060 0.096208 1.272049
7552 0.122757 1.254689
20722 0.137585 1.239403
23485 10.370805 0.403732
98089 0.458994 -0.132843
104703 0.477706 -0.126880
39988 -10.166379 6.480753
70601 -27.272320 1.532898
82420 2.369883 -11.444392
43192 -5.595970 -21.638166
95756 -8.540171 7.856862
55514 11.131865 0.588261
14805 11.770309 1.656342
34163 11.792510 1.704788
44656 12.918500 0.717640
85379 11.807035 1.675098
3349 -4.769629 -16.558903
7821 -4.827348 -15.911523
9841 -5.669570 -21.007448
34645 -4.188533 -16.994308
39884 -4.598474 -17.249689
42618 -4.753498 -16.504862
46712 -4.159152 -16.995676
47254 -5.686783 -20.947233
56943 -4.176028 -17.008482
63492 -5.976706 -17.579409
80926 -5.622509 -21.045130
104278 -4.771897 -16.529293
39376 0.214783 12.145038
32838 -13.043756 -18.785137
44998 -19.394922 -13.920559
79631 -19.356920 -13.950101
